"DeclarableId","ULOC","CC","COCO","PC","LLOC"
"org.mockito.ArgumentMatchers://eq$[590:18,593:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://eq$[605:18,608:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://eq$[618:18,621:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://eq$[633:22,637:4]",5,2,1,1,0
"org.mockito.ArgumentMatchers://refEq$[663:22,666:4]",4,1,0,2,0
"org.mockito.ArgumentMatchers://same$[679:22,685:4]",7,2,1,1,0
"org.mockito.ArgumentMatchers://isNull$[697:22,700:4]",4,1,0,0,0
"org.mockito.ArgumentMatchers://isNull$[714:22,717:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://notNull$[732:22,735:4]",4,1,0,0,0
"org.mockito.ArgumentMatchers://notNull$[752:22,755:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://isNotNull$[771:22,773:4]",3,1,0,0,0
"org.mockito.ArgumentMatchers://isNotNull$[791:22,793:4]",3,1,0,1,0
"org.mockito.ArgumentMatchers://nullable$[805:22,808:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://contains$[818:18,821:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://matches$[833:18,836:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://matches$[848:18,851:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://endsWith$[861:18,864:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://startsWith$[874:18,877:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://argThat$[910:22,913:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://charThat$[925:18,928:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://booleanThat$[940:18,943:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://byteThat$[955:18,958:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://shortThat$[970:18,973:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://intThat$[985:18,988:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://longThat$[1000:18,1003:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://floatThat$[1015:18,1018:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://doubleThat$[1030:18,1033:4]",4,1,0,1,0
"org.mockito.ArgumentMatchers://reportMatcher$[1035:19,1037:4]",3,1,0,1,0
"org.mockito.junit.MockitoJUnitRunner://MockitoJUnitRunner.constructor$[151:11,155:4]",3,1,0,1,0
"org.mockito.junit.MockitoJUnitRunner://MockitoJUnitRunner.constructor$[157:4,159:4]",3,1,0,1,0
"org.mockito.junit.MockitoJUnitRunner://run$[162:11,164:4]",3,1,0,1,0
"org.mockito.junit.MockitoJUnitRunner://getDescription$[167:11,169:4]",3,1,0,0,0
"org.mockito.junit.MockitoJUnitRunner://filter$[172:11,175:4]",3,1,0,1,0
"org.mockito.internal.runners.StrictRunner://StrictRunner.constructor$[25:11,28:4]",4,1,0,2,0
"org.mockito.internal.runners.StrictRunner://run$[31:11,55:4]",14,3,2,1,0
"org.mockito.internal.runners.StrictRunner://getDescription$[58:11,60:4]",3,1,0,0,0
"org.mockito.internal.runners.StrictRunner://filter$[63:11,66:4]",4,1,0,1,0
"org.mockito.internal.exceptions.stacktrace.StackTraceFilter://StackTraceFilter.initializer$[26:4,39:4]",12,2,1,0,0
"org.mockito.internal.exceptions.stacktrace.StackTraceFilter://filter$[47:11,58:4]",10,3,3,2,0
"org.mockito.internal.exceptions.stacktrace.StackTraceFilter://filterFirst$[75:11,119:4]",32,11,21,2,0
"org.mockito.internal.exceptions.stacktrace.StackTraceFilter://findSourceFile$[125:11,132:4]",8,3,3,2,0
"org.mockito.internal.matchers.EqualsWithDelta://EqualsWithDelta.constructor$[17:11,20:4]",4,1,0,2,0
"org.mockito.internal.matchers.EqualsWithDelta://matches$[23:11,34:4]",10,4,3,1,0
"org.mockito.internal.matchers.EqualsWithDelta://toString$[37:11,39:4]",3,1,0,0,0
"org.mockito.MockitoSession://setStrictness$[104:4,104:45]",1,1,0,1,0
"org.mockito.MockitoSession://finishMocking$[125:4,125:24]",1,1,0,0,0
"org.mockito.MockitoSession://finishMocking$[141:4,141:41]",1,1,0,1,0
"org.mockito.internal.junit.UnnecessaryStubbingsReporter://validateUnusedStubs$[26:11,40:4]",11,2,1,2,0
"org.mockito.internal.junit.UnnecessaryStubbingsReporter://onMockCreated$[43:11,45:4]",3,1,0,2,0
"org.mockito.internal.creation.proxy.ProxyMockMaker://createMock$[36:15,53:4]",15,4,3,2,0
"org.mockito.internal.creation.proxy.ProxyMockMaker://resolveCommonClassLoader$[55:19,77:4]",23,8,9,2,0
"org.mockito.internal.creation.proxy.ProxyMockMaker://getHandler$[80:11,89:4]",10,3,2,1,0
"org.mockito.internal.creation.proxy.ProxyMockMaker://resetMock$[92:11,94:4]",3,1,0,3,0
"org.mockito.internal.creation.proxy.ProxyMockMaker://isTypeMockable$[97:11,109:4]",4,3,2,1,0
"org.mockito.internal.junit.JUnitRule://JUnitRule.constructor$[19:11,21:4]",3,1,0,2,0
"org.mockito.internal.junit.JUnitRule://apply$[24:11,28:4]",5,1,0,3,0
"org.mockito.internal.junit.JUnitRule://silent$[31:11,33:4]",3,1,0,0,0
"org.mockito.internal.junit.JUnitRule://strictness$[36:11,39:4]",4,1,0,1,0
"org.mockito.exceptions.verification.junit.ArgumentsAreDifferent://ArgumentsAreDifferent.constructor$[18:11,25:4]",7,1,0,3,0
"org.mockito.exceptions.verification.junit.ArgumentsAreDifferent://getMessage$[28:11,30:4]",3,1,0,0,0
"org.mockito.exceptions.verification.junit.ArgumentsAreDifferent://getUnfilteredStackTrace$[32:11,34:4]",3,1,0,0,0
"org.mockito.exceptions.verification.junit.ArgumentsAreDifferent://toString$[37:11,39:4]",3,1,0,0,0
"org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType://ThrowsExceptionForClassType.constructor$[16:11,18:4]",3,1,0,1,0
"org.mockito.internal.stubbing.answers.ThrowsExceptionForClassType://getThrowable$[21:14,24:4]",4,1,0,0,0
"org.mockito.internal.matchers.StartsWith://StartsWith.constructor$[15:11,17:4]",3,1,0,1,0
"org.mockito.internal.matchers.StartsWith://matches$[20:11,22:4]",3,2,1,1,0
"org.mockito.internal.matchers.StartsWith://toString$[25:11,27:4]",3,1,0,0,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://reportMatcher$[29:11,31:4]",3,1,0,1,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://pullLocalizedMatchers$[34:11,40:4]",6,2,1,0,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://reportAnd$[42:11,49:4]",6,1,0,0,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://reportOr$[52:11,59:4]",6,1,0,0,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://reportNot$[62:11,68:4]",5,1,0,0,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://validateState$[71:11,76:4]",6,2,1,0,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://reset$[79:11,81:4]",3,1,0,0,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://assertStateFor$[83:12,92:4]",10,3,2,2,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://popMatcher$[94:12,96:4]",3,1,0,0,0
"org.mockito.internal.progress.ArgumentMatcherStorageImpl://resetStack$[98:12,102:4]",5,1,0,0,0
"org.mockito.internal.util.Supplier://get$[19:4,19:11]",1,1,0,0,0
"org.mockito.internal.creation.instance.DefaultInstantiatorProvider://getInstantiator$[16:11,23:4]",8,4,3,1,0
"org.mockito.internal.configuration.plugins.PluginFinder://PluginFinder.constructor$[20:11,22:4]",3,1,0,1,0
"org.mockito.internal.configuration.plugins.PluginFinder://findPluginClass$[24:4,47:4]",22,5,7,1,0
"org.mockito.internal.configuration.plugins.PluginFinder://findPluginClasses$[49:4,73:4]",23,5,7,1,0
"org.mockito.internal.configuration.plugins.PluginFileReader://readPluginClass$[13:4,21:4]",9,3,3,1,0
"org.mockito.internal.configuration.plugins.PluginFileReader://stripCommentAndWhitespace$[23:19,29:4]",7,2,1,1,0
"org.mockito.internal.configuration.injection.ConstructorInjection://ConstructorInjection.constructor$[40:11,40:35]",1,1,0,0,0
"org.mockito.internal.configuration.injection.ConstructorInjection://processInjection$[43:11,59:4]",13,3,3,3,0
"org.mockito.MockitoFramework://addListener$[55:4,55:92]",1,1,0,1,0
"org.mockito.MockitoFramework://removeListener$[71:4,71:61]",1,1,0,1,0
"org.mockito.MockitoFramework://getPlugins$[81:4,81:31]",1,1,0,0,0
"org.mockito.MockitoFramework://getInvocationFactory$[90:4,90:44]",1,1,0,0,0
"org.mockito.MockitoFramework://clearInlineMocks$[128:4,128:27]",1,1,0,0,0
"org.mockito.MockitoFramework://clearInlineMock$[139:4,139:37]",1,1,0,1,0
"org.mockito.internal.creation.bytebuddy.MockAccess://getMockitoInterceptor$[9:4,9:49]",1,1,0,0,0
"org.mockito.internal.creation.bytebuddy.MockAccess://setMockitoInterceptor$[11:4,11:75]",1,1,0,1,0
"org.mockito.invocation.InvocationFactory://createInvocation$[50:4,55:27]",2,1,0,5,0
