"DeclarableId","ULOC","CC","COCO","PC","LLOC"
"org.springframework.cglib.core.AbstractClassGenerator://getStrategy$[252:8,254:1]",3,1,0,0,0
"org.springframework.cglib.core.AbstractClassGenerator://getCurrent$[260:15,262:1]",3,1,0,0,0
"org.springframework.cglib.core.AbstractClassGenerator://getClassLoader$[264:8,279:1]",16,5,4,0,0
"org.springframework.cglib.core.AbstractClassGenerator://getDefaultClassLoader$[281:20,281:55]",1,1,0,0,0
"org.springframework.cglib.core.AbstractClassGenerator://getProtectionDomain$[291:11,293:1]",3,1,0,0,0
"org.springframework.cglib.core.AbstractClassGenerator://create$[295:11,325:1]",31,6,6,1,0
"org.springframework.cglib.core.AbstractClassGenerator://generate$[327:11,381:1]",47,7,7,1,0
"org.springframework.cglib.core.AbstractClassGenerator://firstInstance$[383:20,383:69]",1,1,0,1,0
"org.springframework.cglib.core.AbstractClassGenerator://nextInstance$[385:20,385:73]",1,1,0,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://PathMatchingResourcePatternResolver.initializer$[231:1,242:1]",11,2,1,0,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://PathMatchingResourcePatternResolver.constructor$[255:8,257:1]",3,1,0,0,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://PathMatchingResourcePatternResolver.constructor$[265:8,268:1]",4,1,0,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://PathMatchingResourcePatternResolver.constructor$[277:8,279:1]",3,1,0,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://getResourceLoader$[285:8,287:1]",3,1,0,0,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://getClassLoader$[291:8,293:1]",3,1,0,0,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://setPathMatcher$[300:8,303:1]",4,1,0,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://getPathMatcher$[308:8,310:1]",3,1,0,0,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://getResource$[314:8,316:1]",3,1,0,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://getResources$[319:8,350:1]",22,8,10,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://findAllClassPathResources$[361:11,368:1]",8,2,1,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://doFindAllClassPathResources$[377:11,391:1]",13,4,3,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://convertClassLoaderURL$[401:11,403:1]",3,1,0,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://addAllClassLoaderJarRoots$[412:11,457:1]",42,13,28,2,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://addClassPathManifestEntries$[465:11,500:1]",32,10,14,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://hasDuplicate$[510:9,523:1]",13,4,3,2,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://findPathMatchingResources$[536:11,565:1]",28,10,13,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://determineRootDir$[577:11,587:1]",11,4,3,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://resolveRootDirResource$[599:11,601:1]",3,1,0,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://isJarResource$[615:11,617:1]",3,1,0,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://doFindPathMatchingJarResources$[631:11,707:1]",63,16,24,3,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://getJarFile$[712:11,725:1]",12,4,4,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://doFindPathMatchingFileResources$[736:11,812:1]",56,16,24,2,13
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://findAllModulePathResources$[833:11,875:1]",22,6,8,1,15
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://findResource$[878:9,892:1]",13,3,3,2,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://convertToResource$[894:9,897:1]",4,2,1,1,0
"org.springframework.core.io.support.PathMatchingResourcePatternResolver://stripLeadingSlash$[899:16,901:1]",3,2,1,1,0
"org.springframework.core.metrics.jfr.FlightRecorderStartupEvent://FlightRecorderStartupEvent.constructor$[49:8,53:1]",5,1,0,3,0
"org.springframework.core.metrics.jfr.FlightRecorderStartupEvent://setTags$[55:8,57:1]",3,1,0,1,0
"org.springframework.cglib.core.AsmApi://value$[26:11,28:4]",3,1,0,0,0
"org.springframework.cglib.core.AsmApi://AsmApi.constructor$[30:12,31:4]",2,1,0,0,0
"org.springframework.cglib.util.StringSwitcher://create$[61:18,67:4]",7,1,0,3,0
"org.springframework.cglib.util.StringSwitcher://StringSwitcher.constructor$[69:14,70:4]",2,1,0,0,0
"org.springframework.cglib.util.StringSwitcher://intValue$[79:20,79:42]",1,1,0,1,0
"org.springframework.core.env.ProfilesParser://ProfilesParser.constructor$[41:9,42:1]",2,1,0,0,0
"org.springframework.core.env.ProfilesParser://parse$[45:8,52:1]",8,2,1,1,0
"org.springframework.core.env.ProfilesParser://parseExpression$[54:16,58:1]",5,1,0,1,1
"org.springframework.core.env.ProfilesParser://parseTokens$[60:16,62:1]",3,1,0,2,0
"org.springframework.core.env.ProfilesParser://parseTokens$[64:16,108:1]",45,13,15,3,0
"org.springframework.core.env.ProfilesParser://merge$[110:16,117:1]",8,3,2,3,0
"org.springframework.core.env.ProfilesParser://assertWellFormed$[119:16,121:1]",3,1,0,2,1
"org.springframework.core.env.ProfilesParser://or$[123:16,125:1]",3,1,0,1,1
"org.springframework.core.env.ProfilesParser://and$[127:16,129:1]",3,1,0,1,1
"org.springframework.core.env.ProfilesParser://not$[131:16,133:1]",3,1,0,1,1
"org.springframework.core.env.ProfilesParser://equals$[135:16,137:1]",3,1,0,1,1
"org.springframework.core.env.ProfilesParser://isMatch$[139:16,141:1]",3,1,0,1,1
"org.springframework.util.xml.StaxStreamXMLReader://StaxStreamXMLReader.constructor$[65:1,71:1]",7,3,2,1,0
"org.springframework.util.xml.StaxStreamXMLReader://parseInternal$[75:11,133:1]",44,20,10,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleStartDocument$[135:9,181:1]",19,9,14,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleStartElement$[183:9,204:1]",22,7,14,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleEndElement$[206:9,223:1]",18,6,11,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleCharacters$[225:9,236:1]",12,6,5,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleComment$[238:9,243:1]",6,2,1,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleDtd$[245:9,253:1]",9,3,2,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleEntityReference$[255:9,262:1]",8,3,2,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleEndDocument$[264:9,268:1]",5,2,1,0,0
"org.springframework.util.xml.StaxStreamXMLReader://handleProcessingInstruction$[270:9,274:1]",5,2,1,0,0
"org.springframework.util.xml.StaxStreamXMLReader://getAttributes$[276:9,306:1]",28,9,13,0,0
"org.springframework.aot.hint.predicate.SerializationHintsPredicates://SerializationHintsPredicates.constructor$[35:1,36:1]",2,1,0,0,0
"org.springframework.aot.hint.predicate.SerializationHintsPredicates://onType$[46:8,49:1]",4,1,0,1,0
"org.springframework.aot.hint.predicate.SerializationHintsPredicates://onType$[58:8,62:1]",5,1,0,1,2
"org.springframework.core.annotation.AnnotationTypeMappings://AnnotationTypeMappings.constructor$[62:9,70:1]",8,1,0,3,0
"org.springframework.core.annotation.AnnotationTypeMappings://addAllMappings$[73:9,81:1]",9,2,1,1,0
"org.springframework.core.annotation.AnnotationTypeMappings://addMetaAnnotationsToQueue$[83:9,102:1]",19,7,13,2,0
"org.springframework.core.annotation.AnnotationTypeMappings://addIfPossible$[104:9,106:1]",3,1,0,3,0
